city	day/month/year	temperature	humidity	rainfall	wind_speed	uv_index
Ha Nam	28/06/2024	29.50 °C	79.0%	1.1 mm	18.4 kph	7.0
Hoa Binh	28/06/2024	28.80 °C	84.0%	4.8 mm	9.7 kph	7.0
Bac Ninh	28/06/2024	29.00 °C	82.0%	9.9 mm	24.8 kph	7.0
Vinh Phuc	28/06/2024	29.50 °C	78.0%	8.4 mm	20.5 kph	7.0
Phu Tho	28/06/2024	28.20 °C	78.0%	10.8 mm	13.3 kph	7.0
Hanoi	29/06/2024	31.50 °C	72.0%	0.6 mm	20.2 kph	8.0
Hung Yen	29/06/2024	30.40 °C	77.0%	3.6 mm	23.4 kph	7.0
Ha Nam	29/06/2024	31.40 °C	69.0%	0.1 mm	20.2 kph	9.0
Hoa Binh	29/06/2024	30.80 °C	76.0%	0.0 mm	6.8 kph	8.0
Bac Ninh	29/06/2024	31.00 °C	73.0%	2.5 mm	23.8 kph	8.0
Vinh Phuc	29/06/2024	31.50 °C	72.0%	0.6 mm	20.2 kph	8.0
Phu Tho	29/06/2024	29.00 °C	73.0%	1.8 mm	18.4 kph	7.0
Hanoi	30/06/2024	32.40 °C	65.0%	0.0 mm	10.4 kph	8.0
Hung Yen	30/06/2024	30.80 °C	75.0%	0.0 mm	19.4 kph	7.0
Ha Nam	30/06/2024	31.90 °C	63.0%	0.8 mm	18.4 kph	9.0
Hoa Binh	30/06/2024	31.20 °C	68.0%	0.2 mm	7.6 kph	8.0
Bac Ninh	30/06/2024	31.60 °C	70.0%	0.1 mm	16.6 kph	8.0
Vinh Phuc	30/06/2024	32.40 °C	65.0%	0.0 mm	10.4 kph	8.0
Phu Tho	30/06/2024	28.40 °C	76.0%	7.4 mm	12.2 kph	7.0
Hanoi	01/07/2024	31.10 °C	65.0%	0.0 mm	15.5 kph	7.0
Hung Yen	01/07/2024	31.40 °C	69.0%	0.0 mm	22.0 kph	8.0
Ha Nam	01/07/2024	31.10 °C	65.0%	0.3 mm	18.7 kph	9.0
Hoa Binh	01/07/2024	28.70 °C	74.0%	0.1 mm	8.3 kph	8.0
Bac Ninh	01/07/2024	31.70 °C	65.0%	0.0 mm	20.5 kph	8.0
Vinh Phuc	01/07/2024	31.10 °C	65.0%	0.0 mm	15.5 kph	7.0
Phu Tho	01/07/2024	29.40 °C	70.0%	0.1 mm	15.8 kph	7.0
Hanoi	02/07/2024	29.90 °C	70.0%	4.4 mm	9.0 kph	7.0
Hung Yen	02/07/2024	30.00 °C	75.0%	3.7 mm	19.1 kph	7.0
Ha Nam	02/07/2024	30.10 °C	70.0%	1.8 mm	13.0 kph	9.0
Hoa Binh	02/07/2024	27.70 °C	78.0%	3.7 mm	6.8 kph	7.0
Bac Ninh	02/07/2024	30.00 °C	73.0%	10.7 mm	12.2 kph	7.0
Vinh Phuc	02/07/2024	29.90 °C	70.0%	4.4 mm	9.0 kph	7.0
Phu Tho	02/07/2024	29.40 °C	71.0%	27.2 mm	13.7 kph	8.0
Hanoi	03/07/2024	28.70 °C	80.0%	11.8 mm	12.2 kph	7.0
Hung Yen	03/07/2024	29.10 °C	81.0%	18.2 mm	23.0 kph	7.0
Ha Nam	03/07/2024	28.90 °C	79.0%	7.8 mm	15.8 kph	7.0
Hoa Binh	03/07/2024	26.40 °C	91.0%	27.7 mm	5.0 kph	6.0
Bac Ninh	03/07/2024	28.90 °C	79.0%	22.4 mm	15.8 kph	7.0
Vinh Phuc	03/07/2024	28.70 °C	80.0%	11.8 mm	12.2 kph	7.0
Phu Tho	03/07/2024	25.60 °C	83.0%	2.3 mm	13.3 kph	6.0
Hanoi	04/07/2024	29.30 °C	76.0%	9.6 mm	19.4 kph	7.0
Hung Yen	04/07/2024	28.40 °C	81.0%	7.0 mm	18.0 kph	7.0
Ha Nam	04/07/2024	28.40 °C	84.0%	12.3 mm	18.0 kph	7.0
Hoa Binh	04/07/2024	27.40 °C	89.0%	12.3 mm	7.9 kph	7.0
Bac Ninh	04/07/2024	29.00 °C	76.0%	6.1 mm	23.0 kph	7.0
Vinh Phuc	04/07/2024	29.30 °C	76.0%	9.6 mm	19.4 kph	7.0
Phu Tho	04/07/2024	28.30 °C	75.0%	7.1 mm	14.8 kph	7.0
Hanoi	05/07/2024	29.80 °C	75.0%	2.8 mm	17.3 kph	7.0
Hung Yen	05/07/2024	28.80 °C	80.0%	6.2 mm	20.5 kph	7.0
Ha Nam	05/07/2024	29.10 °C	79.0%	3.2 mm	16.6 kph	7.0
Hoa Binh	05/07/2024	27.50 °C	85.0%	7.8 mm	8.3 kph	7.0
Bac Ninh	05/07/2024	29.10 °C	78.0%	4.5 mm	23.0 kph	7.0
Vinh Phuc	05/07/2024	29.80 °C	75.0%	2.8 mm	17.3 kph	7.0
Phu Tho	05/07/2024	29.20 °C	70.0%	0.6 mm	16.2 kph	7.0
Hanoi	06/07/2024	29.90 °C	75.0%	3.4 mm	19.1 kph	7.0
Hung Yen	06/07/2024	29.10 °C	79.0%	3.0 mm	20.5 kph	7.0
Ha Nam	06/07/2024	29.40 °C	78.0%	4.3 mm	17.3 kph	7.0
Hoa Binh	06/07/2024	28.30 °C	84.0%	13.1 mm	7.2 kph	7.0
Bac Ninh	06/07/2024	29.30 °C	77.0%	5.1 mm	24.8 kph	7.0
Vinh Phuc	06/07/2024	29.90 °C	75.0%	3.4 mm	19.1 kph	7.0
Phu Tho	06/07/2024	29.70 °C	68.0%	2.5 mm	13.0 kph	7.0
Hanoi	07/07/2024	30.00 °C	74.0%	0.8 mm	22.0 kph	7.0
Hung Yen	07/07/2024	29.30 °C	79.0%	6.4 mm	22.7 kph	7.0
Ha Nam	07/07/2024	29.40 °C	80.0%	1.9 mm	20.5 kph	7.0
Hoa Binh	07/07/2024	27.60 °C	84.0%	2.6 mm	11.2 kph	7.0
Bac Ninh	07/07/2024	29.50 °C	76.0%	1.8 mm	25.9 kph	7.0
Vinh Phuc	07/07/2024	30.00 °C	74.0%	0.8 mm	22.0 kph	7.0
Phu Tho	07/07/2024	28.50 °C	77.0%	16.2 mm	15.8 kph	7.0
Hanoi	08/07/2024	30.30 °C	74.0%	3.1 mm	20.2 kph	7.0
Hung Yen	08/07/2024	29.20 °C	81.0%	3.6 mm	22.3 kph	7.0
Ha Nam	08/07/2024	29.40 °C	80.0%	10.3 mm	19.4 kph	7.0
Hoa Binh	08/07/2024	28.90 °C	82.0%	6.1 mm	10.4 kph	7.0
Bac Ninh	08/07/2024	29.40 °C	79.0%	10.4 mm	25.2 kph	7.0
Vinh Phuc	08/07/2024	30.30 °C	74.0%	3.1 mm	20.2 kph	7.0
Phu Tho	08/07/2024	28.40 °C	74.0%	1.8 mm	14.8 kph	7.0
Hanoi	09/07/2024	30.80 °C	73.0%	5.8 mm	18.4 kph	8.0
Hung Yen	09/07/2024	29.70 °C	77.0%	4.1 mm	20.2 kph	7.0
Ha Nam	09/07/2024	30.40 °C	77.0%	0.4 mm	18.4 kph	8.0
Hoa Binh	09/07/2024	29.50 °C	82.0%	9.3 mm	6.8 kph	8.0
Bac Ninh	09/07/2024	29.90 °C	75.0%	4.5 mm	24.8 kph	7.0
Vinh Phuc	09/07/2024	30.80 °C	73.0%	5.8 mm	18.4 kph	8.0
Phu Tho	09/07/2024	28.60 °C	74.0%	4.9 mm	11.5 kph	7.0
Hanoi	10/07/2024	30.90 °C	74.0%	10.5 mm	19.4 kph	8.0
Hung Yen	10/07/2024	30.00 °C	77.0%	3.0 mm	19.4 kph	7.0
Ha Nam	10/07/2024	30.60 °C	76.0%	0.2 mm	14.8 kph	8.0
Hoa Binh	10/07/2024	29.30 °C	82.0%	8.4 mm	6.5 kph	7.0
Bac Ninh	10/07/2024	30.30 °C	75.0%	8.0 mm	24.1 kph	8.0
Vinh Phuc	10/07/2024	30.90 °C	74.0%	10.5 mm	19.4 kph	8.0
Phu Tho	10/07/2024	25.60 °C	90.0%	25.5 mm	14.8 kph	6.0
Hanoi	11/07/2024	31.00 °C	73.0%	5.6 mm	21.2 kph	8.0
Hung Yen	11/07/2024	30.10 °C	76.0%	4.7 mm	20.2 kph	7.0
Ha Nam	11/07/2024	31.00 °C	72.0%	0.6 mm	20.5 kph	8.0
Hoa Binh	11/07/2024	29.50 °C	82.0%	9.6 mm	7.6 kph	8.0
Bac Ninh	11/07/2024	30.20 °C	75.0%	7.7 mm	24.1 kph	8.0
Vinh Phuc	11/07/2024	31.00 °C	73.0%	5.6 mm	21.2 kph	8.0
Phu Tho	11/07/2024	26.90 °C	80.0%	13.2 mm	28.1 kph	7.0
Hanoi	12/07/2024	31.20 °C	70.0%	3.8 mm	18.4 kph	8.0
Hung Yen	12/07/2024	29.90 °C	77.0%	8.6 mm	17.3 kph	7.0
Ha Nam     12/07/2024   29.10 °C   79.0%   8.4 mm   17.0 kph   7.0
Hoa Binh	12/07/2024	29.20 °C	81.0%	5.3 mm	7.2 kph	7.0
Bac Ninh	12/07/2024	30.20 °C	75.0%	9.1 mm	21.2 kph	8.0
Vinh Phuc	12/07/2024	31.20 °C	70.0%	3.8 mm	18.4 kph	8.0
Phu Tho	12/07/2024	24.80 °C	90.0%	7.9 mm	23.0 kph	6.0
Hanoi	13/07/2024	30.90 °C	73.0%	2.4 mm	19.4 kph	8.0
Hung Yen	13/07/2024	29.60 °C	78.0%	2.1 mm	20.9 kph	7.0
Ha Nam	13/07/2024	30.20 °C	76.0%	1.4 mm	16.9 kph	8.0
Hoa Binh	13/07/2024	29.00 °C	85.0%	13.8 mm	9.0 kph	7.0
Bac Ninh	13/07/2024	30.10 °C	76.0%	4.6 mm	24.1 kph	7.0
Vinh Phuc	13/07/2024	30.90 °C	73.0%	2.4 mm	19.4 kph	8.0
Phu Tho	13/07/2024	26.30 °C	84.0%	9.3 mm	25.9 kph	6.0
Hanoi	14/07/2024	30.10 °C	71.0%	4.6 mm	15.5 kph	7.0
Hung Yen	14/07/2024	29.70 °C	73.0%	3.7 mm	18.4 kph	7.0
Ha Nam	14/07/2024	29.20 °C	76.0%	5.9 mm	18.4 kph	7.0
Hoa Binh	14/07/2024	27.50 °C	87.0%	9.8 mm	9.4 kph	6.0
Bac Ninh	14/07/2024	30.00 °C	72.0%	1.8 mm	19.8 kph	7.0
Vinh Phuc	14/07/2024	30.10 °C	71.0%	4.6 mm	15.5 kph	7.0
Phu Tho	14/07/2024	24.90 °C	89.0%	10.3 mm	22.3 kph	6.0
Hanoi	15/07/2024	29.50 °C	74.0%	24.5 mm	11.2 kph	7.0
Hung Yen	15/07/2024	29.80 °C	74.0%	9.7 mm	22.3 kph	7.0
Ha Nam	15/07/2024	27.90 °C	87.0%	49.3 mm	18.4 kph	7.0
Hoa Binh	15/07/2024	26.90 °C	88.0%	24.4 mm	6.1 kph	6.0
Bac Ninh	15/07/2024	29.30 °C	75.0%	11.2 mm	12.6 kph	7.0
Vinh Phuc	15/07/2024	29.50 °C	74.0%	24.5 mm	11.2 kph	7.0
Phu Tho	15/07/2024	25.80 °C	87.0%	7.3 mm	20.9 kph	6.0
Hanoi	16/07/2024	28.90 °C	78.0%	28.1 mm	11.2 kph	7.0
Hung Yen	16/07/2024	29.40 °C	76.0%	17.1 mm	23.4 kph	7.0
Ha Nam	16/07/2024	27.20 °C	90.0%	48.9 mm	16.6 kph	6.0
Hoa Binh	16/07/2024	26.60 °C	89.0%	24.1 mm	6.1 kph	6.0
Bac Ninh	16/07/2024	29.00 °C	77.0%	17.1 mm	11.5 kph	7.0
Vinh Phuc	16/07/2024	28.90 °C	78.0%	28.1 mm	11.2 kph	7.0
Phu Tho	16/07/2024	26.00 °C	86.0%	7.0 mm	23.0 kph	6.0
Hanoi	17/07/2024	28.70 °C	80.0%	29.2 mm	13.7 kph	7.0
Hung Yen	17/07/2024	28.70 °C	80.0%	16.1 mm	20.5 kph	7.0
Ha Nam	17/07/2024	27.10 °C	90.0%	42.8 mm	18.4 kph	7.0
Hoa Binh	17/07/2024	26.60 °C	89.0%	16.8 mm	6.8 kph	6.0
Bac Ninh	17/07/2024	29.20 °C	76.0%	11.1 mm	14.0 kph	7.0
Vinh Phuc	17/07/2024	28.70 °C	80.0%	29.2 mm	13.7 kph	7.0
Phu Tho	17/07/2024	25.20 °C	91.0%	11.2 mm	15.5 kph	6.0
Hanoi	18/07/2024	27.70 °C	85.0%	33.1 mm	11.2 kph	7.0
Hung Yen	18/07/2024	28.10 °C	83.0%	21.0 mm	18.0 kph	7.0
Ha Nam	18/07/2024	27.00 °C	90.0%	29.4 mm	9.7 kph	6.0
Hoa Binh	18/07/2024	25.70 °C	95.0%	19.8 mm	5.0 kph	6.0
Bac Ninh	18/07/2024	28.30 °C	82.0%	29.0 mm	15.5 kph	7.0
Vinh Phuc	18/07/2024	27.70 °C	85.0%	33.1 mm	11.2 kph	7.0
Phu Tho	18/07/2024	25.40 °C	89.0%	5.3 mm	20.5 kph	6.0
Hanoi	19/07/2024	28.60 °C	81.0%	11.9 mm	20.5 kph	7.0
Hung Yen	19/07/2024	28.50 °C	80.0%	11.2 mm	20.9 kph	7.0
Ha Nam	19/07/2024	27.90 °C	84.0%	6.5 mm	13.7 kph	7.0
Hoa Binh	19/07/2024	27.20 °C	89.0%	13.9 mm	8.3 kph	7.0
Bac Ninh	19/07/2024	28.60 °C	80.0%	11.2 mm	23.4 kph	7.0
Vinh Phuc	19/07/2024	28.60 °C	81.0%	11.9 mm	20.5 kph	7.0
Phu Tho	19/07/2024	26.10 °C	87.0%	14.0 mm	18.0 kph	6.0
Hanoi	20/07/2024	28.40 °C	84.0%	20.1 mm	16.9 kph	7.0
Hung Yen	20/07/2024	28.60 °C	82.0%	12.8 mm	22.7 kph	7.0
Ha Nam	20/07/2024	28.30 °C	85.0%	18.8 mm	11.2 kph	7.0
Hoa Binh	20/07/2024	26.90 °C	92.0%	20.2 mm	7.6 kph	6.0
Bac Ninh	20/07/2024	28.70 °C	81.0%	18.1 mm	25.6 kph	7.0
Vinh Phuc	20/07/2024	28.40 °C	84.0%	20.1 mm	16.9 kph	7.0
Phu Tho	20/07/2024	24.40 °C	93.0%	4.8 mm	11.2 kph	6.0
Hanoi	21/07/2024	29.20 °C	79.0%	14.0 mm	14.4 kph	7.0
Hung Yen	21/07/2024	29.20 °C	78.0%	5.4 mm	18.4 kph	7.0
Ha Nam	21/07/2024	28.30 °C	85.0%	16.3 mm	13.3 kph	7.0
Hoa Binh	21/07/2024	27.90 °C	86.0%	8.1 mm	7.2 kph	7.0
Bac Ninh	21/07/2024	29.30 °C	78.0%	18.6 mm	13.0 kph	7.0
Vinh Phuc	21/07/2024	29.20 °C	79.0%	14.0 mm	14.4 kph	7.0
Phu Tho	21/07/2024	25.20 °C	89.0%	0.5 mm	20.9 kph	6.0
Hanoi	22/07/2024	29.50 °C	77.0%	0.1 mm	10.4 kph	7.0
Hung Yen	22/07/2024	27.50 °C	84.0%	7.2 mm	11.5 kph	7.0
Ha Nam	22/07/2024	28.80 °C	81.0%	2.7 mm	11.9 kph	7.0
Hoa Binh	22/07/2024	28.50 °C	82.0%	0.8 mm	7.6 kph	7.0
Bac Ninh	22/07/2024	28.90 °C	79.0%	0.1 mm	10.8 kph	7.0
Vinh Phuc	22/07/2024	29.50 °C	77.0%	0.1 mm	10.4 kph	7.0
Phu Tho	22/07/2024	27.40 °C	79.0%	2.9 mm	26.6 kph	7.0
Hanoi	23/07/2024	27.40 °C	87.0%	21.7 mm	17.3 kph	6.0
Hung Yen	23/07/2024	25.40 °C	94.0%	205.1 mm	34.2 kph	6.0
Ha Nam	23/07/2024	26.90 °C	91.0%	6.4 mm	14.0 kph	6.0
Hoa Binh	23/07/2024	27.20 °C	89.0%	4.1 mm	6.1 kph	7.0
Bac Ninh	23/07/2024	26.60 °C	88.0%	63.4 mm	32.0 kph	6.0
Vinh Phuc	23/07/2024	27.40 °C	87.0%	21.7 mm	17.3 kph	6.0
Phu Tho	23/07/2024	27.40 °C	79.0%	0.5 mm	23.8 kph	7.0
Hanoi	24/07/2024	25.70 °C	94.0%	25.0 mm	9.7 kph	6.0
Hung Yen	24/07/2024	26.20 °C	92.0%	13.4 mm	10.1 kph	6.0
Ha Nam	24/07/2024	27.10 °C	88.0%	20.1 mm	8.6 kph	7.0
Hoa Binh	24/07/2024	25.30 °C	96.0%	44.9 mm	5.0 kph	6.0
Bac Ninh	24/07/2024	25.90 °C	94.0%	9.8 mm	9.7 kph	6.0
Vinh Phuc	24/07/2024	25.70 °C	94.0%	25.0 mm	9.7 kph	6.0
Phu Tho	24/07/2024	28.50 °C	74.0%	0.9 mm	25.2 kph	7.0
Hanoi	25/07/2024	28.90 °C	81.0%	9.8 mm	11.2 kph	7.0
Hung Yen	25/07/2024	28.20 °C	87.0%	14.5 mm	11.2 kph	7.0
Ha Nam	25/07/2024	27.40 °C	87.0%	7.9 mm	10.4 kph	7.0
Hoa Binh	25/07/2024	27.50 °C	89.0%	11.7 mm	5.8 kph	7.0
Bac Ninh	25/07/2024	29.00 °C	80.0%	7.2 mm	10.1 kph	7.0
Vinh Phuc	25/07/2024	28.90 °C	81.0%	9.8 mm	11.2 kph	7.0
Phu Tho	25/07/2024	26.80 °C	81.0%	3.1 mm	23.0 kph	6.0
Hanoi	26/07/2024	31.50 °C	70.0%	0.0 mm	14.8 kph	9.0
Hung Yen	26/07/2024	30.10 °C	80.0%	0.3 mm	11.5 kph	8.0
Ha Nam	26/07/2024	29.80 °C	77.0%	0.8 mm	13.7 kph	9.0
Hoa Binh	26/07/2024	30.70 °C	74.0%	0.0 mm	6.5 kph	8.0
Bac Ninh	26/07/2024	31.30 °C	74.0%	0.0 mm	14.0 kph	9.0
Vinh Phuc	26/07/2024	31.50 °C	70.0%	0.0 mm	14.8 kph	9.0
Phu Tho	26/07/2024	26.60 °C	78.0%	0.4 mm	20.2 kph	6.0
Hanoi	27/07/2024	32.60 °C	69.0%	0.5 mm	14.0 kph	9.0
Hung Yen	27/07/2024	30.60 °C	79.0%	0.4 mm	15.1 kph	7.0
Ha Nam	27/07/2024	30.90 °C	70.0%	0.0 mm	16.2 kph	9.0
Hoa Binh	27/07/2024	31.20 °C	70.0%	2.1 mm	6.8 kph	9.0
Bac Ninh	27/07/2024	31.80 °C	73.0%	4.6 mm	15.1 kph	8.0
Vinh Phuc	27/07/2024	32.60 °C	69.0%	0.5 mm	14.0 kph	9.0
Phu Tho	27/07/2024	26.10 °C	85.0%	2.8 mm	19.8 kph	6.0
Hanoi	28/07/2024	29.90 °C	80.0%	12.5 mm	14.4 kph	7.0
Hung Yen	28/07/2024	28.50 °C	88.0%	13.9 mm	13.3 kph	7.0
Ha Nam	28/07/2024	29.50 °C	82.0%	11.8 mm	8.3 kph	7.0
Hoa Binh	28/07/2024	28.80 °C	85.0%	20.0 mm	9.4 kph	7.0
Bac Ninh	28/07/2024	29.00 °C	83.0%	11.4 mm	10.8 kph	7.0
Vinh Phuc	28/07/2024	29.90 °C	80.0%	12.5 mm	14.4 kph	7.0
Phu Tho	28/07/2024	27.30 °C	82.0%	19.7 mm	18.4 kph	7.0
Hanoi	29/07/2024	25.80 °C	92.0%	12.3 mm	13.0 kph	6.0
Hung Yen	29/07/2024	25.30 °C	93.0%	21.8 mm	9.7 kph	6.0
Ha Nam	29/07/2024	25.20 °C	95.0%	8.7 mm	7.9 kph	6.0
Hoa Binh	29/07/2024	25.20 °C	96.0%	13.5 mm	4.7 kph	6.0
Bac Ninh	29/07/2024	25.70 °C	91.0%	11.8 mm	13.0 kph	6.0
Vinh Phuc	29/07/2024	25.80 °C	92.0%	12.3 mm	13.0 kph	6.0
Phu Tho	29/07/2024	26.80 °C	85.0%	17.3 mm	14.0 kph	6.0
Hanoi	30/07/2024	26.70 °C	88.0%	10.1 mm	7.9 kph	7.0
Hung Yen	30/07/2024	26.10 °C	90.0%	8.0 mm	6.5 kph	6.0
Ha Nam	30/07/2024	26.20 °C	89.0%	0.8 mm	8.6 kph	6.0
Hoa Binh	30/07/2024	25.40 °C	94.0%	16.5 mm	4.3 kph	6.0
Bac Ninh	30/07/2024	26.40 °C	87.0%	6.5 mm	7.2 kph	6.0
Vinh Phuc	30/07/2024	26.70 °C	88.0%	10.1 mm	7.9 kph	7.0
Phu Tho	30/07/2024	27.30 °C	83.0%	12.8 mm	14.0 kph	7.0
Hanoi	31/07/2024	25.90 °C	90.0%	0.9 mm	10.1 kph	6.0
Hung Yen	31/07/2024	26.60 °C	89.0%	7.0 mm	14.0 kph	6.0
Ha Nam	31/07/2024	24.90 °C	93.0%	1.3 mm	12.6 kph	6.0
Hoa Binh	31/07/2024	25.70 °C	91.0%	3.3 mm	4.7 kph	6.0
Bac Ninh	31/07/2024	25.60 °C	92.0%	5.8 mm	10.1 kph	6.0
Vinh Phuc	31/07/2024	25.90 °C	90.0%	0.9 mm	10.1 kph	6.0
Phu Tho	31/07/2024	27.50 °C	81.0%	7.5 mm	16.9 kph	7.0
Hanoi	01/08/2024	26.10 °C	87.0%	0.5 mm	7.9 kph	6.0
Hung Yen	01/08/2024	26.20 °C	85.0%	0.3 mm	15.1 kph	6.0
Ha Nam	01/08/2024	25.60 °C	84.0%	0.2 mm	15.1 kph	6.0
Hoa Binh	01/08/2024	24.90 °C	89.0%	0.7 mm	5.8 kph	6.0
Bac Ninh	01/08/2024	25.90 °C	87.0%	0.2 mm	10.8 kph	6.0
Vinh Phuc	01/08/2024	26.10 °C	87.0%	0.5 mm	7.9 kph	6.0
Phu Tho	01/08/2024	27.70 °C	80.0%	4.2 mm	11.9 kph	7.0
Hanoi	02/08/2024	27.40 °C	78.0%	0.1 mm	13.7 kph	7.0
Hung Yen	02/08/2024	27.20 °C	79.0%	0.5 mm	20.9 kph	7.0
Ha Nam	02/08/2024	25.70 °C	83.0%	0.5 mm	14.0 kph	6.0
Hoa Binh	02/08/2024	25.20 °C	85.0%	0.1 mm	6.5 kph	6.0
Bac Ninh	02/08/2024	27.20 °C	79.0%	0.2 mm	19.4 kph	7.0
Vinh Phuc	02/08/2024	27.40 °C	78.0%	0.1 mm	13.7 kph	7.0
Phu Tho	02/08/2024	27.90 °C	79.0%	4.5 mm	10.4 kph	7.0
Hanoi	03/08/2024	26.20 °C	82.0%	0.1 mm	10.1 kph	6.0
Hung Yen	03/08/2024	27.50 °C	78.0%	0.7 mm	18.0 kph	7.0
Ha Nam	03/08/2024	25.00 °C	86.0%	0.6 mm	17.6 kph	6.0
Hoa Binh	03/08/2024	24.40 °C	92.0%	1.1 mm	5.8 kph	6.0
Bac Ninh	03/08/2024	26.80 °C	80.0%	0.6 mm	15.8 kph	6.0
Vinh Phuc	03/08/2024	26.20 °C	82.0%	0.1 mm	10.1 kph	6.0
Phu Tho	03/08/2024	28.10 °C	79.0%	13.1 mm	13.3 kph	7.0
Hanoi	04/08/2024	28.90 °C	76.0%	2.6 mm	17.6 kph	7.0
Hung Yen	04/08/2024	28.40 °C	78.0%	0.3 mm	16.9 kph	7.0
Ha Nam	04/08/2024	28.20 °C	75.0%	0.5 mm	15.5 kph	7.0
Hoa Binh	04/08/2024	27.30 °C	87.0%	15.2 mm	5.8 kph	7.0
Bac Ninh	04/08/2024	28.90 °C	76.0%	2.1 mm	20.9 kph	7.0
Vinh Phuc	04/08/2024	28.90 °C	76.0%	2.6 mm	17.6 kph	7.0
Phu Tho	04/08/2024	27.40 °C	77.0%	3.9 mm	15.8 kph	7.0
Hanoi	05/08/2024	29.40 °C	76.0%	1.5 mm	15.5 kph	7.0
Hung Yen	05/08/2024	28.80 °C	79.0%	3.4 mm	18.4 kph	7.0
Ha Nam	05/08/2024	29.00 °C	78.0%	0.2 mm	16.6 kph	7.0
Hoa Binh	05/08/2024	27.20 °C	86.0%	10.6 mm	5.0 kph	7.0
Bac Ninh	05/08/2024	29.00 °C	77.0%	3.0 mm	19.8 kph	7.0
Vinh Phuc	05/08/2024	29.40 °C	76.0%	1.5 mm	15.5 kph	7.0
Phu Tho	05/08/2024	25.90 °C	88.0%	13.0 mm	10.8 kph	6.0
Hanoi	06/08/2024	29.30 °C	78.0%	7.9 mm	14.8 kph	7.0
Hung Yen	06/08/2024	29.20 °C	78.0%	1.6 mm	18.0 kph	7.0
Ha Nam	06/08/2024	29.20 °C	79.0%	3.4 mm	15.1 kph	7.0
Hoa Binh	06/08/2024	27.60 °C	87.0%	13.6 mm	5.8 kph	7.0
Bac Ninh	06/08/2024	29.20 °C	77.0%	3.8 mm	19.1 kph	7.0
Vinh Phuc	06/08/2024	29.30 °C	78.0%	7.9 mm	14.8 kph	7.0
Phu Tho	06/08/2024	27.80 °C	80.0%	8.5 mm	10.8 kph	7.0
Hanoi	07/08/2024	30.00 °C	77.0%	5.4 mm	16.9 kph	8.0
Hung Yen	07/08/2024	29.50 °C	79.0%	1.6 mm	18.4 kph	7.0
Ha Nam	07/08/2024	29.90 °C	78.0%	0.5 mm	16.9 kph	8.0
Hoa Binh	07/08/2024	28.70 °C	84.0%	13.5 mm	6.8 kph	7.0
Bac Ninh	07/08/2024	29.60 °C	78.0%	4.0 mm	22.0 kph	7.0
Vinh Phuc	07/08/2024	30.00 °C	77.0%	5.4 mm	16.9 kph	8.0
Phu Tho	07/08/2024	28.50 °C	75.0%	3.1 mm	15.1 kph	7.0
Hanoi	08/08/2024	30.60 °C	76.0%	8.1 mm	18.4 kph	8.0
Hung Yen	08/08/2024	29.80 °C	79.0%	5.5 mm	17.3 kph	7.0
Ha Nam	08/08/2024	30.60 °C	76.0%	0.7 mm	15.8 kph	9.0
Hoa Binh	08/08/2024	29.80 °C	81.0%	3.5 mm	7.2 kph	8.0
Bac Ninh	08/08/2024	30.20 °C	76.0%	1.9 mm	23.0 kph	8.0
Vinh Phuc	08/08/2024	30.60 °C	76.0%	8.1 mm	18.4 kph	8.0
Phu Tho	08/08/2024	28.20 °C	77.0%	1.4 mm	18.0 kph	7.0
Hanoi	09/08/2024	32.10 °C	70.0%	0.7 mm	16.9 kph	8.0
Hung Yen	09/08/2024	30.60 °C	79.0%	5.1 mm	17.6 kph	8.0
Ha Nam	09/08/2024	31.50 °C	70.0%	0.0 mm	14.8 kph	9.0
Hoa Binh	09/08/2024	31.40 °C	70.0%	0.3 mm	6.8 kph	8.0
Bac Ninh	09/08/2024	31.00 °C	75.0%	8.8 mm	21.2 kph	8.0
Vinh Phuc	09/08/2024	32.10 °C	70.0%	0.7 mm	16.9 kph	8.0
Phu Tho	09/08/2024	28.70 °C	75.0%	0.7 mm	16.6 kph	7.0
Hanoi	10/08/2024	32.00 °C	70.0%	1.3 mm	15.1 kph	8.0
Hung Yen	10/08/2024	30.60 °C	79.0%	4.8 mm	13.7 kph	7.0
Ha Nam	10/08/2024	31.70 °C	68.0%	0.0 mm	14.8 kph	8.0
Hoa Binh	10/08/2024	31.20 °C	69.0%	0.1 mm	5.4 kph	8.0
Bac Ninh	10/08/2024	31.20 °C	73.0%	1.7 mm	16.2 kph	8.0
Vinh Phuc	10/08/2024	32.00 °C	70.0%	1.3 mm	15.1 kph	8.0
Phu Tho	10/08/2024	29.10 °C	72.0%	0.5 mm	16.9 kph	7.0
Hanoi	11/08/2024	30.80 °C	74.0%	23.9 mm	19.8 kph	8.0
Hung Yen	11/08/2024	30.20 °C	79.0%	22.9 mm	22.3 kph	7.0
Ha Nam	11/08/2024	30.20 °C	74.0%	72.5 mm	22.0 kph	8.0
Hoa Binh	11/08/2024	29.60 °C	80.0%	55.7 mm	9.7 kph	7.0
Bac Ninh	11/08/2024	30.60 °C	73.0%	14.5 mm	21.6 kph	8.0
Vinh Phuc	11/08/2024	30.80 °C	74.0%	23.9 mm	19.8 kph	8.0
Phu Tho	11/08/2024	29.20 °C	72.0%	0.6 mm	16.6 kph	7.0
Hanoi	12/08/2024	27.00 °C	88.0%	12.7 mm	11.2 kph	7.0
