city	day/month/year	temperature	humidity	rainfall	wind_speed	uv_index
Tien Giang	22/06/2024	31.00 °C	72.0%	1.0 mm	19.8 kph	7.0
Tay Ninh	22/06/2024	27.60 °C	77.0%	11.5 mm	25.9 kph	7.0
Binh Duong	22/06/2024	28.20 °C	79.0%	6.1 mm	13.7 kph	7.0
Ho Chi Minh City	23/06/2024	24.70 °C	90.0%	8.2 mm	23.4 kph	6.0
Binh Phuoc	23/06/2024	24.60 °C	91.0%	14.9 mm	22.3 kph	6.0
Dong Nai	23/06/2024	28.80 °C	80.0%	11.6 mm	8.6 kph	7.0
Ba Ria Vung Tau	23/06/2024	25.90 °C	88.0%	21.1 mm	39.2 kph	6.0
Tien Giang	23/06/2024	30.50 °C	73.0%	3.2 mm	16.9 kph	7.0
Tay Ninh	23/06/2024	25.10 °C	89.0%	11.5 mm	28.1 kph	6.0
Binh Duong	23/06/2024	27.30 °C	84.0%	10.0 mm	12.2 kph	7.0
Ho Chi Minh City	24/06/2024	25.50 °C	87.0%	14.0 mm	15.5 kph	6.0
Binh Phuoc	24/06/2024	25.60 °C	88.0%	13.0 mm	15.1 kph	6.0
Dong Nai	24/06/2024	27.60 °C	81.0%	2.7 mm	9.4 kph	7.0
Ba Ria Vung Tau	24/06/2024	27.00 °C	82.0%	21.9 mm	24.5 kph	6.0
Tien Giang	24/06/2024	28.80 °C	78.0%	11.1 mm	15.5 kph	7.0
Tay Ninh	24/06/2024	25.50 °C	85.0%	4.3 mm	21.2 kph	6.0
Binh Duong	24/06/2024	27.10 °C	79.0%	2.8 mm	11.2 kph	7.0
Ho Chi Minh City	25/06/2024	24.60 °C	93.0%	14.2 mm	9.4 kph	6.0
Binh Phuoc	25/06/2024	24.40 °C	94.0%	15.3 mm	9.0 kph	6.0
Dong Nai	25/06/2024	28.50 °C	74.0%	2.8 mm	13.0 kph	7.0
Ba Ria Vung Tau	25/06/2024	25.80 °C	86.0%	6.8 mm	16.9 kph	6.0
Tien Giang	25/06/2024	28.80 °C	79.0%	22.8 mm	15.1 kph	7.0
Tay Ninh	25/06/2024	25.60 °C	87.0%	13.6 mm	16.6 kph	6.0
Binh Duong	25/06/2024	27.80 °C	76.0%	15.1 mm	17.6 kph	7.0
Ho Chi Minh City	26/06/2024	26.80 °C	82.0%	16.7 mm	9.7 kph	7.0
Binh Phuoc	26/06/2024	26.80 °C	82.0%	16.9 mm	11.9 kph	7.0
Dong Nai	26/06/2024	28.20 °C	77.0%	9.0 mm	15.1 kph	7.0
Ba Ria Vung Tau	26/06/2024	27.00 °C	80.0%	17.0 mm	14.4 kph	6.0
Tien Giang	26/06/2024	27.90 °C	82.0%	24.7 mm	16.9 kph	7.0
Tay Ninh	26/06/2024	27.40 °C	77.0%	8.7 mm	16.9 kph	7.0
Binh Duong	26/06/2024	27.40 °C	81.0%	7.9 mm	15.5 kph	7.0
Ho Chi Minh City	27/06/2024	27.30 °C	82.0%	17.5 mm	12.2 kph	6.0
Binh Phuoc	27/06/2024	27.20 °C	83.0%	10.9 mm	9.4 kph	7.0
Dong Nai	27/06/2024	28.10 °C	82.0%	6.0 mm	11.5 kph	7.0
Ba Ria Vung Tau	27/06/2024	27.50 °C	81.0%	17.1 mm	20.5 kph	6.0
Tien Giang	27/06/2024	28.50 °C	79.0%	7.0 mm	18.7 kph	7.0
Tay Ninh	27/06/2024	27.70 °C	77.0%	1.5 mm	17.6 kph	7.0
Binh Duong	27/06/2024	27.70 °C	83.0%	2.8 mm	18.4 kph	7.0
Ho Chi Minh City	28/06/2024	28.20 °C	78.0%	10.8 mm	13.3 kph	7.0
Binh Phuoc	28/06/2024	28.10 °C	79.0%	6.9 mm	13.3 kph	7.0
Dong Nai	28/06/2024	29.80 °C	73.0%	0.1 mm	12.2 kph	8.0
Ba Ria Vung Tau	28/06/2024	28.20 °C	79.0%	8.3 mm	15.5 kph	6.0
Tien Giang	28/06/2024	29.50 °C	78.0%	8.4 mm	20.5 kph	7.0
Tay Ninh	28/06/2024	28.50 °C	76.0%	16.0 mm	12.6 kph	7.0
Binh Duong	28/06/2024	28.10 °C	81.0%	2.3 mm	20.2 kph	7.0
Ho Chi Minh City	29/06/2024	29.00 °C	73.0%	1.8 mm	18.4 kph	7.0
Binh Phuoc	29/06/2024	28.60 °C	76.0%	3.7 mm	16.9 kph	7.0
Dong Nai	29/06/2024	31.80 °C	61.0%	0.1 mm	19.8 kph	9.0
Ba Ria Vung Tau	29/06/2024	28.50 °C	78.0%	3.3 mm	19.1 kph	6.0
Tien Giang	29/06/2024	31.50 °C	72.0%	0.6 mm	20.2 kph	8.0
Tay Ninh	29/06/2024	28.60 °C	76.0%	6.0 mm	17.3 kph	7.0
Binh Duong	29/06/2024	29.00 °C	75.0%	0.0 mm	19.8 kph	7.0
Ho Chi Minh City	30/06/2024	28.40 °C	76.0%	7.4 mm	12.2 kph	7.0
Binh Phuoc	30/06/2024	27.90 °C	80.0%	11.4 mm	12.2 kph	7.0
Dong Nai	30/06/2024	32.20 °C	59.0%	0.0 mm	19.8 kph	8.0
Ba Ria Vung Tau	30/06/2024	28.50 °C	78.0%	16.4 mm	20.5 kph	6.0
Tien Giang	30/06/2024	32.40 °C	65.0%	0.0 mm	10.4 kph	8.0
Tay Ninh	30/06/2024	29.00 °C	73.0%	3.1 mm	20.5 kph	7.0
Binh Duong	30/06/2024	30.20 °C	68.0%	0.1 mm	17.6 kph	9.0
Ho Chi Minh City	01/07/2024	29.40 °C	70.0%	0.1 mm	15.8 kph	7.0
Binh Phuoc	01/07/2024	28.70 °C	74.0%	0.1 mm	15.8 kph	7.0
Dong Nai	01/07/2024	32.00 °C	58.0%	0.0 mm	18.0 kph	9.0
Ba Ria Vung Tau	01/07/2024	29.20 °C	75.0%	1.9 mm	20.2 kph	7.0
Tien Giang	01/07/2024	31.10 °C	65.0%	0.0 mm	15.5 kph	7.0
Tay Ninh	01/07/2024	30.40 °C	65.0%	0.1 mm	17.6 kph	7.0
Binh Duong	01/07/2024	29.60 °C	69.0%	0.2 mm	17.6 kph	8.0
Ho Chi Minh City	02/07/2024	29.40 °C	71.0%	27.2 mm	13.7 kph	8.0
Binh Phuoc	02/07/2024	29.00 °C	74.0%	59.6 mm	11.5 kph	8.0
Dong Nai	02/07/2024	31.10 °C	58.0%	0.0 mm	16.9 kph	9.0
Ba Ria Vung Tau	02/07/2024	28.60 °C	78.0%	17.4 mm	23.8 kph	7.0
Tien Giang	02/07/2024	29.90 °C	70.0%	4.4 mm	9.0 kph	7.0
Tay Ninh	02/07/2024	30.40 °C	65.0%	13.6 mm	20.5 kph	8.0
Binh Duong	02/07/2024	28.90 °C	71.0%	2.8 mm	21.2 kph	7.0
Ho Chi Minh City	03/07/2024	25.60 °C	83.0%	2.3 mm	13.3 kph	6.0
Binh Phuoc	03/07/2024	24.70 °C	90.0%	15.7 mm	12.2 kph	6.0
Dong Nai	03/07/2024	29.90 °C	66.0%	0.3 mm	17.6 kph	7.0
Ba Ria Vung Tau	03/07/2024	26.20 °C	85.0%	10.7 mm	24.1 kph	6.0
Tien Giang	03/07/2024	28.70 °C	80.0%	11.8 mm	12.2 kph	7.0
Tay Ninh	03/07/2024	25.30 °C	86.0%	56.4 mm	22.0 kph	6.0
Binh Duong	03/07/2024	28.00 °C	79.0%	0.6 mm	23.0 kph	7.0
Ho Chi Minh City	04/07/2024	28.30 °C	75.0%	7.1 mm	14.8 kph	7.0
Binh Phuoc	04/07/2024	27.70 °C	78.0%	6.5 mm	13.7 kph	7.0
Dong Nai	04/07/2024	28.90 °C	76.0%	4.6 mm	14.8 kph	7.0
Ba Ria Vung Tau	04/07/2024	28.00 °C	76.0%	18.3 mm	19.8 kph	6.0
Tien Giang	04/07/2024	29.30 °C	76.0%	9.6 mm	19.4 kph	7.0
Tay Ninh	04/07/2024	28.40 °C	75.0%	21.5 mm	16.2 kph	7.0
Binh Duong	04/07/2024	27.00 °C	83.0%	26.1 mm	19.4 kph	7.0
Ho Chi Minh City	05/07/2024	29.20 °C	70.0%	0.6 mm	16.2 kph	7.0
Binh Phuoc	05/07/2024	28.90 °C	71.0%	0.1 mm	16.6 kph	7.0
Dong Nai	05/07/2024	29.30 °C	73.0%	0.7 mm	17.3 kph	7.0
Ba Ria Vung Tau	05/07/2024	28.50 °C	76.0%	12.4 mm	21.2 kph	7.0
Tien Giang	05/07/2024	29.80 °C	75.0%	2.8 mm	17.3 kph	7.0
Tay Ninh	05/07/2024	29.40 °C	69.0%	3.2 mm	20.5 kph	7.0
Binh Duong	05/07/2024	27.60 °C	76.0%	2.2 mm	18.0 kph	7.0
Ho Chi Minh City	06/07/2024	29.70 °C	68.0%	2.5 mm	13.0 kph	7.0
Binh Phuoc	06/07/2024	29.40 °C	70.0%	0.7 mm	12.6 kph	8.0
Dong Nai	06/07/2024	29.70 °C	71.0%	0.5 mm	19.1 kph	8.0
Ba Ria Vung Tau	06/07/2024	28.70 °C	76.0%	5.7 mm	22.7 kph	7.0
Tien Giang	06/07/2024	29.90 °C	75.0%	3.4 mm	19.1 kph	7.0
Tay Ninh	06/07/2024	29.70 °C	68.0%	0.8 mm	17.6 kph	8.0
Binh Duong	06/07/2024	28.00 °C	79.0%	4.6 mm	18.4 kph	7.0
Ho Chi Minh City	07/07/2024	28.50 °C	77.0%	16.2 mm	15.8 kph	7.0
Binh Phuoc	07/07/2024	28.10 °C	80.0%	10.8 mm	14.4 kph	7.0
Dong Nai	07/07/2024	30.00 °C	70.0%	0.7 mm	20.2 kph	8.0
Ba Ria Vung Tau	07/07/2024	28.30 °C	77.0%	16.7 mm	18.7 kph	6.0
Tien Giang	07/07/2024	30.00 °C	74.0%	0.8 mm	22.0 kph	7.0
Tay Ninh	07/07/2024	29.90 °C	68.0%	3.4 mm	16.9 kph	7.0
Binh Duong	07/07/2024	27.30 °C	83.0%	6.2 mm	22.3 kph	7.0
Ho Chi Minh City	08/07/2024	28.40 °C	74.0%	1.8 mm	14.8 kph	7.0
Binh Phuoc	08/07/2024	27.80 °C	78.0%	2.0 mm	15.1 kph	7.0
Dong Nai	08/07/2024	29.90 °C	71.0%	0.1 mm	16.9 kph	8.0
Ba Ria Vung Tau	08/07/2024	28.20 °C	77.0%	11.3 mm	24.5 kph	6.0
Tien Giang	08/07/2024	30.30 °C	74.0%	3.1 mm	20.2 kph	7.0
Tay Ninh	08/07/2024	29.00 °C	71.0%	0.2 mm	22.3 kph	7.0
Binh Duong	08/07/2024	27.30 °C	82.0%	19.4 mm	20.5 kph	7.0
Ho Chi Minh City	09/07/2024	28.60 °C	74.0%	4.9 mm	11.5 kph	7.0
Binh Phuoc	09/07/2024	28.20 °C	77.0%	2.6 mm	10.8 kph	7.0
Dong Nai	09/07/2024	30.80 °C	65.0%	0.5 mm	12.2 kph	8.0
Ba Ria Vung Tau	09/07/2024	28.40 °C	78.0%	17.0 mm	18.7 kph	6.0
Tien Giang	09/07/2024	30.80 °C	73.0%	5.8 mm	18.4 kph	8.0
Tay Ninh	09/07/2024	28.60 °C	76.0%	4.2 mm	15.5 kph	7.0
Binh Duong	09/07/2024	28.10 °C	76.0%	0.7 mm	14.0 kph	7.0
Ho Chi Minh City	10/07/2024	25.60 °C	90.0%	25.5 mm	14.8 kph	6.0
Binh Phuoc	10/07/2024	25.60 °C	90.0%	23.8 mm	17.6 kph	6.0
Dong Nai	10/07/2024	30.90 °C	64.0%	0.4 mm	16.6 kph	8.0
Ba Ria Vung Tau	10/07/2024	27.20 °C	83.0%	40.8 mm	31.3 kph	6.0
Tien Giang	10/07/2024	30.90 °C	74.0%	10.5 mm	19.4 kph	8.0
Tay Ninh	10/07/2024	27.60 °C	79.0%	14.2 mm	22.3 kph	7.0
Binh Duong	10/07/2024	28.10 °C	75.0%	4.2 mm	18.4 kph	7.0
Ho Chi Minh City	11/07/2024	26.90 °C	80.0%	13.2 mm	28.1 kph	7.0
Binh Phuoc	11/07/2024	26.70 °C	81.0%	8.5 mm	28.8 kph	7.0
Dong Nai	11/07/2024	31.40 °C	61.0%	0.9 mm	15.1 kph	8.0
Ba Ria Vung Tau	11/07/2024	27.20 °C	83.0%	39.1 mm	35.6 kph	6.0
Tien Giang	11/07/2024	31.00 °C	73.0%	5.6 mm	21.2 kph	8.0
Tay Ninh	11/07/2024	27.10 °C	79.0%	6.2 mm	45.4 kph	7.0
Binh Duong	11/07/2024	28.30 °C	74.0%	1.0 mm	19.1 kph	7.0
Ho Chi Minh City	12/07/2024	24.80 °C	90.0%	7.9 mm	23.0 kph	6.0
Binh Phuoc	12/07/2024	24.50 °C	91.0%	8.3 mm	20.9 kph	6.0
Dong Nai	12/07/2024	30.90 °C	65.0%	1.2 mm	16.6 kph	8.0
Ba Ria Vung Tau	12/07/2024	25.80 °C	87.0%	8.2 mm	34.2 kph	6.0
Tien Giang	12/07/2024	31.20 °C	70.0%	3.8 mm	18.4 kph	8.0
Tay Ninh	12/07/2024	25.00 °C	88.0%	8.3 mm	25.6 kph	6.0
Binh Duong	12/07/2024	28.00 °C	78.0%	9.8 mm	23.4 kph	7.0
Ho Chi Minh City	13/07/2024	26.30 °C	84.0%	9.3 mm	25.9 kph	6.0
Binh Phuoc	13/07/2024	25.60 °C	87.0%	7.0 mm	26.6 kph	6.0
Dong Nai	13/07/2024	30.50 °C	67.0%	1.8 mm	20.2 kph	8.0
Ba Ria Vung Tau	13/07/2024	26.80 °C	83.0%	15.3 mm	37.8 kph	6.0
Tien Giang	13/07/2024	30.90 °C	73.0%	2.4 mm	19.4 kph	8.0
Tay Ninh	13/07/2024	27.10 °C	77.0%	0.8 mm	29.5 kph	6.0
Binh Duong	13/07/2024	27.80 °C	77.0%	3.2 mm	17.6 kph	7.0
Ho Chi Minh City	14/07/2024	24.90 °C	89.0%	10.3 mm	22.3 kph	6.0
Binh Phuoc	14/07/2024	24.60 °C	91.0%	13.6 mm	21.2 kph	6.0
Dong Nai	14/07/2024	27.60 °C	81.0%	3.5 mm	18.7 kph	7.0
Ba Ria Vung Tau	14/07/2024	26.10 °C	86.0%	15.6 mm	36.7 kph	6.0
Tien Giang	14/07/2024	30.10 °C	71.0%	4.6 mm	15.5 kph	7.0
Tay Ninh	14/07/2024	25.50 °C	84.0%	3.2 mm	27.4 kph	6.0
Binh Duong	14/07/2024	25.30 °C	90.0%	60.6 mm	16.6 kph	6.0
Ho Chi Minh City	15/07/2024	25.80 °C	87.0%	7.3 mm	20.9 kph	6.0
Binh Phuoc	15/07/2024	25.60 °C	87.0%	9.4 mm	22.0 kph	6.0
Dong Nai	15/07/2024	27.20 °C	87.0%	33.1 mm	21.2 kph	6.0
Ba Ria Vung Tau	15/07/2024	26.90 °C	83.0%	12.9 mm	32.8 kph	6.0
Tien Giang	15/07/2024	29.50 °C	74.0%	24.5 mm	11.2 kph	7.0
Tay Ninh	15/07/2024	26.40 °C	81.0%	1.9 mm	24.1 kph	6.0
Binh Duong	15/07/2024	24.60 °C	92.0%	106.1 mm	15.8 kph	6.0
Ho Chi Minh City	16/07/2024	26.00 °C	86.0%	7.0 mm	23.0 kph	6.0
Binh Phuoc	16/07/2024	25.60 °C	89.0%	6.2 mm	19.1 kph	6.0
Dong Nai	16/07/2024	27.30 °C	85.0%	30.2 mm	9.4 kph	7.0
Ba Ria Vung Tau	16/07/2024	26.70 °C	84.0%	13.7 mm	29.5 kph	6.0
Tien Giang	16/07/2024	28.90 °C	78.0%	28.1 mm	11.2 kph	7.0
Tay Ninh	16/07/2024	26.50 °C	80.0%	0.7 mm	25.2 kph	6.0
Binh Duong	16/07/2024	26.60 °C	83.0%	9.4 mm	15.8 kph	7.0
Ho Chi Minh City	17/07/2024	25.20 °C	91.0%	11.2 mm	15.5 kph	6.0
Binh Phuoc	17/07/2024	25.10 °C	92.0%	14.5 mm	18.0 kph	6.0
Dong Nai	17/07/2024	26.90 °C	88.0%	13.9 mm	10.1 kph	6.0
Ba Ria Vung Tau	17/07/2024	26.50 °C	85.0%	16.6 mm	29.9 kph	6.0
Tien Giang	17/07/2024	28.70 °C	80.0%	29.2 mm	13.7 kph	7.0
Tay Ninh	17/07/2024	25.60 °C	87.0%	7.0 mm	16.6 kph	6.0
Binh Duong	17/07/2024	26.70 °C	85.0%	7.8 mm	14.0 kph	6.0
Ho Chi Minh City	18/07/2024	25.40 °C	89.0%	5.3 mm	20.5 kph	6.0
Binh Phuoc	18/07/2024	25.30 °C	90.0%	8.0 mm	20.5 kph	6.0
Dong Nai	18/07/2024	27.40 °C	86.0%	20.2 mm	6.8 kph	7.0
Ba Ria Vung Tau	18/07/2024	26.40 °C	85.0%	21.9 mm	27.7 kph	6.0
Tien Giang	18/07/2024	27.70 °C	85.0%	33.1 mm	11.2 kph	7.0
Tay Ninh	18/07/2024	25.50 °C	88.0%	3.4 mm	27.0 kph	6.0
Binh Duong	18/07/2024	26.80 °C	84.0%	7.8 mm	13.7 kph	7.0
Ho Chi Minh City	19/07/2024	26.10 °C	87.0%	14.0 mm	18.0 kph	6.0
Binh Phuoc	19/07/2024	26.00 °C	88.0%	15.3 mm	18.7 kph	6.0
Dong Nai	19/07/2024	27.80 °C	81.0%	4.3 mm	13.3 kph	7.0
Ba Ria Vung Tau	19/07/2024	27.00 °C	84.0%	25.9 mm	27.7 kph	6.0
Tien Giang	19/07/2024	28.60 °C	81.0%	11.9 mm	20.5 kph	7.0
Tay Ninh	19/07/2024	26.50 °C	82.0%	7.8 mm	25.2 kph	6.0
Binh Duong	19/07/2024	26.90 °C	82.0%	8.5 mm	12.6 kph	7.0
Ho Chi Minh City	20/07/2024	24.40 °C	93.0%	4.8 mm	11.2 kph	6.0
Binh Phuoc	20/07/2024	24.60 °C	92.0%	1.6 mm	13.0 kph	6.0
Dong Nai	20/07/2024	28.30 °C	80.0%	7.1 mm	11.2 kph	7.0
Ba Ria Vung Tau	20/07/2024	25.90 °C	86.0%	1.6 mm	24.8 kph	6.0
Tien Giang	20/07/2024	28.40 °C	84.0%	20.1 mm	16.9 kph	7.0
Tay Ninh	20/07/2024	25.30 °C	87.0%	8.7 mm	20.2 kph	6.0
Binh Duong	20/07/2024	27.30 °C	82.0%	3.7 mm	11.5 kph	6.0
Ho Chi Minh City	21/07/2024	25.20 °C	89.0%	0.5 mm	20.9 kph	6.0
Binh Phuoc	21/07/2024	25.10 °C	90.0%	3.2 mm	17.3 kph	6.0
Dong Nai	21/07/2024	27.80 °C	84.0%	16.4 mm	13.7 kph	7.0
Ba Ria Vung Tau	21/07/2024	26.10 °C	86.0%	4.8 mm	26.3 kph	6.0
Tien Giang	21/07/2024	29.20 °C	79.0%	14.0 mm	14.4 kph	7.0
Tay Ninh	21/07/2024	25.40 °C	85.0%	0.0 mm	22.0 kph	6.0
Binh Duong	21/07/2024	27.30 °C	81.0%	7.3 mm	11.9 kph	7.0
Ho Chi Minh City	22/07/2024	27.40 °C	79.0%	2.9 mm	26.6 kph	7.0
Binh Phuoc	22/07/2024	27.00 °C	82.0%	0.8 mm	26.6 kph	7.0
Dong Nai	22/07/2024	28.40 °C	81.0%	2.8 mm	9.4 kph	7.0
Ba Ria Vung Tau	22/07/2024	27.60 °C	81.0%	9.4 mm	30.2 kph	7.0
Tien Giang	22/07/2024	29.50 °C	77.0%	0.1 mm	10.4 kph	7.0
Tay Ninh	22/07/2024	27.40 °C	78.0%	0.2 mm	27.7 kph	7.0
Binh Duong	22/07/2024	27.70 °C	78.0%	1.2 mm	11.9 kph	7.0
Ho Chi Minh City	23/07/2024	27.40 °C	79.0%	0.5 mm	23.8 kph	7.0
Binh Phuoc	23/07/2024	27.30 °C	80.0%	0.0 mm	24.1 kph	7.0
Dong Nai	23/07/2024	27.70 °C	78.0%	2.9 mm	20.2 kph	6.0
Ba Ria Vung Tau	23/07/2024	27.90 °C	80.0%	2.0 mm	31.0 kph	7.0
Tien Giang	23/07/2024	27.40 °C	87.0%	21.7 mm	17.3 kph	6.0
Tay Ninh	23/07/2024	27.20 °C	78.0%	0.0 mm	24.8 kph	6.0
Binh Duong	23/07/2024	28.00 °C	75.0%	0.0 mm	15.5 kph	7.0
Ho Chi Minh City	24/07/2024	28.50 °C	74.0%	0.9 mm	25.2 kph	7.0
Binh Phuoc	24/07/2024	28.30 °C	76.0%	0.3 mm	25.2 kph	7.0
Dong Nai	24/07/2024	28.60 °C	74.0%	0.3 mm	27.0 kph	7.0
Ba Ria Vung Tau	24/07/2024	28.30 °C	79.0%	2.4 mm	25.9 kph	7.0
Tien Giang	24/07/2024	25.70 °C	94.0%	25.0 mm	9.7 kph	6.0
Tay Ninh	24/07/2024	28.00 °C	74.0%	0.1 mm	25.9 kph	7.0
Binh Duong	24/07/2024	28.30 °C	73.0%	1.4 mm	17.6 kph	7.0
Ho Chi Minh City	25/07/2024	26.80 °C	81.0%	3.1 mm	23.0 kph	6.0
Binh Phuoc	25/07/2024	27.10 °C	79.0%	1.3 mm	24.5 kph	7.0
Dong Nai	25/07/2024	25.90 °C	88.0%	21.4 mm	16.6 kph	6.0
Ba Ria Vung Tau	25/07/2024	27.80 °C	79.0%	3.8 mm	30.6 kph	6.0
Tien Giang	25/07/2024	28.90 °C	81.0%	9.8 mm	11.2 kph	7.0
Tay Ninh	25/07/2024	26.80 °C	79.0%	0.1 mm	24.5 kph	6.0
Binh Duong	25/07/2024	28.90 °C	67.0%	0.0 mm	19.8 kph	7.0
Ho Chi Minh City	26/07/2024	26.60 °C	78.0%	0.4 mm	20.2 kph	6.0
Binh Phuoc	26/07/2024	26.30 °C	80.0%	0.1 mm	20.5 kph	6.0
Dong Nai	26/07/2024	28.90 °C	72.0%	1.0 mm	21.6 kph	7.0
Ba Ria Vung Tau	26/07/2024	27.40 °C	79.0%	4.9 mm	28.4 kph	6.0
Tien Giang	26/07/2024	31.50 °C	70.0%	0.0 mm	14.8 kph	9.0
Tay Ninh	26/07/2024	26.30 °C	79.0%	0.0 mm	20.5 kph	6.0
Binh Duong	26/07/2024	28.80 °C	68.0%	0.0 mm	19.1 kph	7.0
Ho Chi Minh City	27/07/2024	26.10 °C	85.0%	2.8 mm	19.8 kph	6.0
Binh Phuoc	27/07/2024	25.50 °C	89.0%	2.2 mm	15.8 kph	6.0
Dong Nai	27/07/2024	29.40 °C	69.0%	0.0 mm	18.7 kph	8.0
Ba Ria Vung Tau	27/07/2024	26.70 °C	84.0%	7.7 mm	28.1 kph	6.0
Tien Giang	27/07/2024	32.60 °C	69.0%	0.5 mm	14.0 kph	9.0
Tay Ninh	27/07/2024	25.80 °C	84.0%	0.7 mm	22.3 kph	6.0
Binh Duong	27/07/2024	28.60 °C	70.0%	0.0 mm	19.8 kph	7.0
Ho Chi Minh City	28/07/2024	27.30 °C	82.0%	19.7 mm	18.4 kph	7.0
Binh Phuoc	28/07/2024	26.90 °C	84.0%	13.3 mm	20.2 kph	7.0
Dong Nai	28/07/2024	30.00 °C	69.0%	2.4 mm	12.2 kph	7.0
Ba Ria Vung Tau	28/07/2024	27.40 °C	83.0%	24.6 mm	21.6 kph	6.0
Tien Giang	28/07/2024	29.90 °C	80.0%	12.5 mm	14.4 kph	7.0
Tay Ninh	28/07/2024	28.20 °C	73.0%	1.5 mm	25.6 kph	7.0
Binh Duong	28/07/2024	29.00 °C	70.0%	0.0 mm	17.3 kph	8.0
Ho Chi Minh City	29/07/2024	26.80 °C	85.0%	17.3 mm	14.0 kph	6.0
Binh Phuoc	29/07/2024	26.80 °C	85.0%	6.8 mm	15.5 kph	6.0
Dong Nai	29/07/2024	26.20 °C	87.0%	5.7 mm	12.2 kph	6.0
Ba Ria Vung Tau	29/07/2024	27.60 °C	81.0%	21.1 mm	17.6 kph	6.0
Tien Giang	29/07/2024	25.80 °C	92.0%	12.3 mm	13.0 kph	6.0
Tay Ninh	29/07/2024	28.10 °C	76.0%	7.5 mm	21.2 kph	7.0
Binh Duong	29/07/2024	27.70 °C	76.0%	0.7 mm	15.8 kph	7.0
Ho Chi Minh City	30/07/2024	27.30 °C	83.0%	12.8 mm	14.0 kph	7.0
Binh Phuoc	30/07/2024	27.00 °C	85.0%	8.0 mm	14.0 kph	7.0
Dong Nai	30/07/2024	26.70 °C	80.0%	0.5 mm	18.0 kph	6.0
Ba Ria Vung Tau	30/07/2024	27.50 °C	82.0%	14.5 mm	15.8 kph	6.0
Tien Giang	30/07/2024	26.70 °C	88.0%	10.1 mm	7.9 kph	7.0
Tay Ninh	30/07/2024	27.30 °C	81.0%	3.8 mm	17.3 kph	7.0
Binh Duong	30/07/2024	27.30 °C	77.0%	0.6 mm	13.0 kph	7.0
Ho Chi Minh City	31/07/2024	27.50 °C	81.0%	7.5 mm	16.9 kph	7.0
Binh Phuoc	31/07/2024	27.40 °C	82.0%	4.4 mm	17.3 kph	7.0
Dong Nai	31/07/2024	27.10 °C	77.0%	0.4 mm	17.3 kph	6.0
Ba Ria Vung Tau	31/07/2024	27.50 °C	82.0%	8.0 mm	18.7 kph	6.0
Tien Giang	31/07/2024	25.90 °C	90.0%	0.9 mm	10.1 kph	6.0
Tay Ninh	31/07/2024	28.20 °C	76.0%	5.7 mm	20.9 kph	7.0
Binh Duong	31/07/2024	27.60 °C	79.0%	1.1 mm	15.1 kph	7.0
Ho Chi Minh City	01/08/2024	27.70 °C	80.0%	4.2 mm	11.9 kph	7.0
Binh Phuoc	01/08/2024	27.40 °C	82.0%	6.0 mm	12.2 kph	7.0
Dong Nai	01/08/2024	27.30 °C	72.0%	0.0 mm	18.4 kph	6.0
Ba Ria Vung Tau	01/08/2024	27.80 °C	82.0%	5.8 mm	19.4 kph	6.0
Tien Giang	01/08/2024	26.10 °C	87.0%	0.5 mm	7.9 kph	6.0
Tay Ninh	01/08/2024	28.50 °C	75.0%	3.9 mm	15.1 kph	7.0
Binh Duong	01/08/2024	28.10 °C	74.0%	0.2 mm	13.3 kph	7.0
Ho Chi Minh City	02/08/2024	27.90 °C	79.0%	4.5 mm	10.4 kph	7.0
Binh Phuoc	02/08/2024	27.50 °C	81.0%	5.7 mm	10.4 kph	7.0
Dong Nai	02/08/2024	28.50 °C	68.0%	0.0 mm	19.8 kph	8.0
Ba Ria Vung Tau	02/08/2024	27.80 °C	81.0%	8.2 mm	19.8 kph	6.0
Tien Giang	02/08/2024	27.40 °C	78.0%	0.1 mm	13.7 kph	7.0
Tay Ninh	02/08/2024	28.80 °C	74.0%	4.1 mm	12.2 kph	7.0
Binh Duong	02/08/2024	27.80 °C	78.0%	15.4 mm	20.5 kph	7.0
Ho Chi Minh City	03/08/2024	28.10 °C	79.0%	13.1 mm	13.3 kph	7.0
Binh Phuoc	03/08/2024	27.80 °C	81.0%	15.3 mm	14.0 kph	7.0
Dong Nai	03/08/2024	27.10 °C	74.0%	0.1 mm	15.1 kph	6.0
Ba Ria Vung Tau	03/08/2024	28.30 °C	79.0%	16.3 mm	21.6 kph	6.0
Tien Giang	03/08/2024	26.20 °C	82.0%	0.1 mm	10.1 kph	6.0
Tay Ninh	03/08/2024	29.30 °C	72.0%	5.3 mm	17.3 kph	7.0
Binh Duong	03/08/2024	27.40 °C	79.0%	11.1 mm	16.2 kph	7.0
Ho Chi Minh City	04/08/2024	27.40 °C	77.0%	3.9 mm	15.8 kph	7.0
Binh Phuoc	04/08/2024	27.20 °C	79.0%	3.5 mm	14.0 kph	7.0
Dong Nai	04/08/2024	28.60 °C	69.0%	0.0 mm	10.4 kph	8.0
Ba Ria Vung Tau	04/08/2024	28.00 °C	78.0%	5.5 mm	21.6 kph	7.0
Tien Giang	04/08/2024	28.90 °C	76.0%	2.6 mm	17.6 kph	7.0
Tay Ninh	04/08/2024	26.60 °C	79.0%	36.1 mm	18.7 kph	7.0
Binh Duong	04/08/2024	27.70 °C	79.0%	3.1 mm	14.4 kph	7.0
